rightsHolder,bed,country,habitat,year,scientificName,individualCount,county,decimalLatitude,type,catalogNumber,basisOfRecord,modified,maximumDepthInMeters,latestEpochOrHighestSeries,id,verbatimElevation,day,group,order,infraspecificEpithet,recordNumber,verbatimEventDate,higherGeography,georeferencedBy,island,locality,minimumElevationInMeters,georeferenceRemarks,stateProvince,decimalLongitude,collectionCode,verbatimLocality,occurrenceID,earliestEpochOrLowestSeries,maximumElevationInMeters,verbatimLatitude,license,month,dateIdentified,genus,isMarine,earliestPeriodOrLowestSystem,collectionID,eventDate,identificationID,continent,latestEraOrHighestErathem,eventID,earliestAgeOrLowestStage,scientificNameAuthorship,islandGroup,coordinateUncertaintyInMeters,taxonRank,formation,minimumDepthInMeters,institutionCode,verbatimLongitude,member,identifiedBy,class,nomenclaturalCode,georeferenceProtocol,sex,latestPeriodOrHighestSystem,typeStatus,verbatimCoordinateSystem,associatedMedia,geodeticDatum,lithostratigraphicTerms,waterBody,earliestEraOrLowestErathem,kingdom,specificEpithet,recordedBy,otherCatalogNumbers,phylum,lifeStage,latestAgeOrHighestStage,occurrenceRemarks,associatedSequences,family,georeferenceSources
President and Fellows of Harvard College,,,,,Pseudamussium septemradiatum,1,,,PhysicalObject,316776,PreservedSpecimen,2015-02-05 17:13:26.0,,,MCZ:Mala:316776,,,,Pectinoida,,,[no verbatim date data],"Atlantic Ocean: Atlantic, Northeast: Baltic Sea",,Baltic Sea,,,,,,Mala,Baltic Sea,MCZ:Mala:316776,,,,CC-BY-NC,,,Pseudamussium,true,,3,1700-01-01,491909,Atlantic Ocean,,156824,,"(Muller, 1776)",,,,,,MCZ,,,[no agent data],Bivalvia,ICZN,,,,,,,,,,,Animalia,septemradiatum,[no agent data],,Mollusca,,,Previously identified as Pecten septemradiatus,,Pectinidae,
President and Fellows of Harvard College,,,,,Hypogeophis rostratus rostratus,1,,,PhysicalObject,27840,PreservedSpecimen,2012-12-06 08:45:37.0,,,MCZ:Herp:A-27840,,,,Gymnophiona,rostratus,,[no verbatim date data],Africa: Seychelles Islands: Mahe Island,,Mahe Island,"Mahe Id, Seychelle Ids",,,,,Herp,"Mahe Id., Seychelle Ids.",MCZ:Herp:A-27840,,,,CC-BY-NC,,,Hypogeophis,false,,1,1700-01-01,87411,Africa,,16895,,,Seychelles Islands,,,,http://api.gbif.org/v1/species/8852961,,MCZ,,,Catalog,Amphibia,ICZN,,,,,,,,,,,Animalia,rostratus,LDEFVesey-Fitzgerald,collector number=50092; muse location number=ZA27840,Chordata,,,,,Caeciliaidae,
President and Fellows of Harvard College,,,,,Pedipes mirabilis,1,,,PhysicalObject,127866,PreservedSpecimen,2014-05-21 15:15:16.0,,,MCZ:Mala:127866,,,,Pulmonata,,,[no verbatim date data],"Atlantic Ocean: Atlantic, Western Central: Caribbean Sea",,,"&quot;Cuba, Penas Altas,&quot;",,,,,Mala,"Western Atlantic, Cuba., &quot;Matanzas,&quot;, &quot;Penas Altas,&quot;",MCZ:Mala:127866,,,,CC-BY-NC,,,Pedipes,true,,3,1700-01-01,493249,Atlantic Ocean,,1228419,,"(Mühlfeld, 1816)",,,,,,MCZ,,,António M. de Frias Martins,Gastropoda,ICZN,,,,,,,,,,,Animalia,mirabilis,[no agent data],malacology accession number=904,Mollusca,,,,,Ellobiidae,
President and Fellows of Harvard College,,"Bonaire, Sint Eustatius and Saba",,,Anolis bonairensis,1,,,PhysicalObject,142427,PreservedSpecimen,2015-05-14 16:04:26.0,,,MCZ:Herp:R-142427,,,,Squamata,,,12/2/1974-12/2/1974,"North America: Bonaire, Sint Eustatius and Saba: Bonaire: West Indies: Bonaire",,Bonaire,"Ceru Jargo,5km N. Kralendijk",,,Bonaire,,Herp,"Ceru Jargo,5km N. Kralendijk,Bonaire",MCZ:Herp:R-142427,,,,CC-BY-NC,,,Anolis,false,,1,1974-02-12,175245,North America,,28225,,,West Indies,,,,,MCZ,,,Catalog,Reptilia,ICZN,,,,,,,,,,,Animalia,bonairensis,A Dennison,collector number=MCZ FS-F15918; muse location number=ZR142427,Chordata,,,,,Iguanidae,
President and Fellows of Harvard College,,,,,Cypraea helvola,1,,,PhysicalObject,303365,PreservedSpecimen,2014-11-14 16:30:26.0,,,MCZ:Mala:303365,,,,Littorinimorpha,,,[no verbatim date data],"Pacific Ocean: Pacific, Eastern Central: Oahu",,Oahu,"""Honolulu, Oahu,""",,,,,Mala,"North Pacific, USA., ""Hawaii,"", ""Honolulu, Oahu,""",MCZ:Mala:303365,,,,CC-BY-NC,,,Cypraea,true,,3,1700-01-01,495350,Pacific Ocean,,160228,,"(Linnaeus, 1758)",,,,,,MCZ,,,[no agent data],Gastropoda,ICZN,,,,,,,,,,,Animalia,helvola,"Andrew Garrett, Schooner Sky Lark",,Mollusca,,,,,Cypraeidae,
President and Fellows of Harvard College,,"Bonaire, Sint Eustatius and Saba",,,Anolis bonairensis,1,,,PhysicalObject,142430,PreservedSpecimen,2015-05-14 16:04:26.0,,,MCZ:Herp:R-142430,,,,Squamata,,,7/2/1974-7/2/1974,"North America: Bonaire, Sint Eustatius and Saba: Bonaire: West Indies: Bonaire",,Bonaire,4km N. Kralendijk on Couvenor nebrotweg Hwy. at old Cement Factory,,,Bonaire,,Herp,Bonaire:4km N. Kralendijk on Couvenor nebrotweg Hwy. at old Cement Factory,MCZ:Herp:R-142430,,,,CC-BY-NC,,,Anolis,false,,1,1974-02-07,175248,North America,,28227,,,West Indies,,,,,MCZ,,,Catalog,Reptilia,ICZN,,,,,,,,,,,Animalia,bonairensis,A Dennison,collector number=MCZ FS-F15889; muse location number=ZR142430,Chordata,,,,,Iguanidae,
President and Fellows of Harvard College,,,,,Fissurella alternata sayi,1,,,PhysicalObject,125767,PreservedSpecimen,2014-12-16 12:49:45.0,,,MCZ:Mala:125767,,,,,sayi,,1877-78,"Atlantic Ocean: Atlantic, Western Central: Caribbean Sea",,,"&quot;Station 62, off Havana, Cuba&quot;",,,,,Mala,"Western Atlantic, [Cuba]., &quot;Station 62, off Havana,&quot;",MCZ:Mala:125767,,,,CC-BY-NC,,,Fissurella,true,,3,1877-01-01,495506,Atlantic Ocean,,1228372,,"Dall, 1889",,,,,,MCZ,,,[no agent data],Gastropoda,ICZN,,,,"Lectotype of <a href=""http://mczbase.mcz.harvard.edu/name/Fissurella alternata sayi""><i>Fissurella alternata sayi</i></a> in <a href=""http://mczbase.mcz.harvard.edu/SpecimenUsage.cfm?publication_id=10473""> no agent data </a>",,,,,,,Animalia,alternata,Blake,,Mollusca,,,"""Rec: Blake Expedition. Fissurella (Cremides) alternata Say var. sayi Dall, 1889 in Kabat, 1995."" Lectotype",,Fissurellidae,
President and Fellows of Harvard College,,"Bonaire, Sint Eustatius and Saba",,,Anolis bonairensis,1,,,PhysicalObject,142433,PreservedSpecimen,2015-05-14 16:04:26.0,,,MCZ:Herp:R-142433,,,,Squamata,,,11/2/1974-11/2/1974,"North America: Bonaire, Sint Eustatius and Saba: Bonaire: West Indies: Bonaire",,Bonaire,Fontein on road to Rincon,,,Bonaire,,Herp,Bonaire:Fontain on road to Rincon,MCZ:Herp:R-142433,,,,CC-BY-NC,,,Anolis,false,,1,1974-02-11,175251,North America,,28229,,,West Indies,,,,,MCZ,,,Catalog,Reptilia,ICZN,,,,,,,,,,,Animalia,bonairensis,A Dennison,collector number=MCZ FS-F15915; muse location number=ZR142432,Chordata,,,,,Iguanidae,
President and Fellows of Harvard College,,,,,Colus stimpsoni,1,,,PhysicalObject,315495,PreservedSpecimen,2015-02-05 17:13:26.0,,,MCZ:Mala:315495,,,,Neogastropoda,,,[no verbatim date data],"Atlantic Ocean: Atlantic, Northeast: Baltic Sea",,Baltic Sea,"""Vardo,""",,,,,Mala,"Eastern Atlantic, Finland., ""Vardo,""",MCZ:Mala:315495,,,,CC-BY-NC,,,Colus,true,,3,1700-01-01,496790,Atlantic Ocean,,161657,,"(Morch, 1867)",,,,,,MCZ,,,[no agent data],Gastropoda,ICZN,,,,,,,,,,,Animalia,stimpsoni,C. Schneider,malacology accession number=971,Mollusca,,,,,Buccinidae,
President and Fellows of Harvard College,,Puerto Rico,,,Anolis evermanni,1,,,PhysicalObject,142502,PreservedSpecimen,2015-06-03 16:48:34.0,,,MCZ:Herp:R-142502,,,,Squamata,,,1968-1968,Puerto Rico: Greater Antilles,,,Trail to El Yunque,,,,,Herp,Puerto Rico:Trail to El Yunque,MCZ:Herp:R-142502,,,,CC-BY-NC,,,Anolis,false,,1,1968-01-01,175331,,,28267,,"Stejneger, 1904",Greater Antilles,,,,http://api.gbif.org/v1/species/2467068,,MCZ,,,Catalog,Reptilia,ICZN,,,,,,,,,,,Animalia,evermanni,T. Preston Webster,muse location number=ZR142502,Chordata,,,,,Iguanidae,
President and Fellows of Harvard College,,American Samoa,,,Cypraea argus,1,,,PhysicalObject,303063,PreservedSpecimen,2015-07-01 16:12:42.0,,,MCZ:Mala:303063,,,,Littorinimorpha,,,[no verbatim date data],"Pacific Ocean: Pacific, Eastern Central: American Samoa: Samoa Islands",,,"""Tutuila,""",,,,,Mala,"Southern Pacific, Samoa., ""Tutuila,""",MCZ:Mala:303063,,,,CC-BY-NC,,,Cypraea,true,,3,1700-01-01,497370,Pacific Ocean,,162235,,"Linnaeus, 1758",Samoa Islands,,,,urn:lsid:marinespecies.org:taxname:216786,,MCZ,,,[no agent data],Gastropoda,ICZN,,,,,,,,,,,Animalia,argus,[no agent data],malacology accession number=1233,Mollusca,,,,,Cypraeidae,
